/Users/ValenXie/assignment-2022fall/assignment3/core
/Users/ValenXie/assignment-2022fall/assignment3/core
Successfully load weights from /Users/ValenXie/assignment-2022fall/assignment3/core/checkpoint-expert.pkl!
Generated 1000/30000 steps from the expert. Average episode reward: 144.852, success rate: 0.000
Generated 2000/30000 steps from the expert. Average episode reward: 159.624, success rate: 0.000
Generated 3000/30000 steps from the expert. Average episode reward: 159.108, success rate: 0.005
Generated 30000 steps from the expert. Average episode reward: 159.108, success rate: 0.005
Start training!
===== gail Training Iteration 0 =====:
  adv_mean: null
  discriminator_loss: 0.4956120434575356
  entropy: 2.773453317544399
  episode_reward: 12.131073899674998
  frame_per_second: 146
  gail_reward: 0.012583361075928386
  grad_norm: 0.9770859985015331
  iteration: 0
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail
  policy_loss: -0.01455131174566654
  ratio: 1.001432214027796
  success_rate: 0.0
  total_episodes: 11
  total_loss: -0.014551311757606574
  total_steps: 20000
  total_time: 136.32170510292053

Trainer is saved at </Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail/checkpoint-iter0.pkl>. Progress is saved at </Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail/progress.csv>.
===== gail Training Iteration 1 =====:
  adv_mean: null
  discriminator_loss: 0.0843080379259892
  entropy: 2.687896557037647
  episode_reward: 14.19711432967655
  frame_per_second: 144
  gail_reward: 0.01230061002051792
  grad_norm: 1.781426056378927
  iteration: 1
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail
  policy_loss: -0.013840991022208562
  ratio: 1.0005447934071223
  success_rate: 0.0
  total_episodes: 38
  total_loss: -0.013840990966090407
  total_steps: 40000
  total_time: 276.02875208854675

===== gail Training Iteration 2 =====:
  adv_mean: null
  discriminator_loss: 0.07002275250613307
  entropy: 2.5628318367860254
  episode_reward: 17.1750063348545
  frame_per_second: 146
  gail_reward: 0.008225651368952524
  grad_norm: 1.1422364211999454
  iteration: 2
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail
  policy_loss: -0.009133698791265488
  ratio: 1.0016402518137908
  success_rate: 0.0
  total_episodes: 72
  total_loss: -0.009133698781116459
  total_steps: 60000
  total_time: 408.7153263092041

===== gail Training Iteration 3 =====:
  adv_mean: null
  discriminator_loss: 0.0842096878764912
  entropy: 2.401116272730705
  episode_reward: 20.280890812002106
  frame_per_second: 144
  gail_reward: 0.024134745050030642
  grad_norm: 2.566961515561128
  iteration: 3
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail
  policy_loss: -0.026381571972981476
  ratio: 0.9994790931542714
  success_rate: 0.0
  total_episodes: 122
  total_loss: -0.026381571975369483
  total_steps: 80000
  total_time: 553.3812160491943

===== gail Training Iteration 4 =====:
  adv_mean: null
  discriminator_loss: 0.08499660295888017
  entropy: 2.1450346200894086
  episode_reward: 13.749799659119095
  frame_per_second: 141
  gail_reward: 0.023010720410503636
  grad_norm: 0.5690908095011344
  iteration: 4
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail
  policy_loss: -0.02536418941588356
  ratio: 1.0020601322253546
  success_rate: 0.0
  total_episodes: 234
  total_loss: -0.025364189356183394
  total_steps: 100000
  total_time: 707.2942912578583

===== gail Training Iteration 5 =====:
  adv_mean: null
  discriminator_loss: 0.08997398264324054
  entropy: 1.9299780966379703
  episode_reward: 16.140205642709194
  frame_per_second: 137
  gail_reward: 0.017707696100935724
  grad_norm: 0.14202227517962457
  iteration: 5
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail
  policy_loss: -0.01948991025893543
  ratio: 1.0013146574680623
  success_rate: 0.0
  total_episodes: 375
  total_loss: -0.01948991033893365
  total_steps: 120000
  total_time: 873.4454729557037

===== gail Training Iteration 6 =====:
  adv_mean: null
  discriminator_loss: 0.13386934511363507
  entropy: 1.679039260210135
  episode_reward: 25.974060426041987
  frame_per_second: 134
  gail_reward: 0.027146361283480358
  grad_norm: 0.38393074400149857
  iteration: 6
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail
  policy_loss: -0.028914679823300014
  ratio: 0.9970005240195837
  success_rate: 0.0
  total_episodes: 547
  total_loss: -0.028914679830464033
  total_steps: 140000
  total_time: 1040.4931511878967

===== gail Training Iteration 7 =====:
  adv_mean: null
  discriminator_loss: 0.16013557320603958
  entropy: 1.4992430260548224
  episode_reward: 26.83310149132863
  frame_per_second: 131
  gail_reward: 0.031869003496682036
  grad_norm: 0.6141276926566392
  iteration: 7
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail
  policy_loss: -0.033608753592349015
  ratio: 1.0023752100956747
  success_rate: 0.0
  total_episodes: 746
  total_loss: -0.033608753520708814
  total_steps: 160000
  total_time: 1220.3824651241302

===== gail Training Iteration 8 =====:
  adv_mean: null
  discriminator_loss: 0.1886656256726919
  entropy: 1.2959424148767422
  episode_reward: 23.15760206572669
  frame_per_second: 127
  gail_reward: 0.04659709982478466
  grad_norm: 1.9379527836273878
  iteration: 8
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail
  policy_loss: -0.048096540751747595
  ratio: 0.9991637046520526
  success_rate: 0.0
  total_episodes: 993
  total_loss: -0.0480965406801074
  total_steps: 180000
  total_time: 1414.4159679412842

===== gail Training Iteration 9 =====:
  adv_mean: null
  discriminator_loss: 0.2505689428211787
  entropy: 1.0970024328201244
  episode_reward: 41.749641925273565
  frame_per_second: 112
  gail_reward: 0.07271097312944058
  grad_norm: 1.0917138374768771
  iteration: 9
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail
  policy_loss: -0.07361857081070924
  ratio: 1.0010692732456403
  success_rate: 0.0
  total_episodes: 1215
  total_loss: -0.07361857099219775
  total_steps: 200000
  total_time: 1774.560848236084

===== gail Training Iteration 10 =====:
  adv_mean: null
  discriminator_loss: 0.24327743837657648
  entropy: 0.9445473569325912
  episode_reward: 24.236032800361127
  frame_per_second: 101
  gail_reward: 0.06164316532608026
  grad_norm: 1.1451032068484868
  iteration: 10
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail
  policy_loss: -0.06229506500829489
  ratio: 1.0001368447756156
  success_rate: 0.0
  total_episodes: 1527
  total_loss: -0.062295064965310766
  total_steps: 220000
  total_time: 2160.5720019340515

Trainer is saved at </Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail/checkpoint-iter10.pkl>. Progress is saved at </Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail/progress.csv>.
===== gail Training Iteration 11 =====:
  adv_mean: null
  discriminator_loss: 0.27441786772165544
  entropy: 0.8143230124161793
  episode_reward: 45.51702156905811
  frame_per_second: 96
  gail_reward: 0.07132685304356691
  grad_norm: 1.5890105305573878
  iteration: 11
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail
  policy_loss: -0.07203482470642297
  ratio: 1.0016442846793394
  success_rate: 0.0
  total_episodes: 1779
  total_loss: -0.07203482465388683
  total_steps: 240000
  total_time: 2489.0901942253113

===== gail Training Iteration 12 =====:
  adv_mean: null
  discriminator_loss: 0.2725430577993393
  entropy: 0.7678386627099453
  episode_reward: 42.835128959277455
  frame_per_second: 94
  gail_reward: 0.06911917018393675
  grad_norm: 0.6297040193508833
  iteration: 12
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail
  policy_loss: -0.069789827013245
  ratio: 1.0007449698753845
  success_rate: 0.0
  total_episodes: 2031
  total_loss: -0.06978982723771762
  total_steps: 260000
  total_time: 2756.982954978943

===== gail Training Iteration 13 =====:
  adv_mean: null
  discriminator_loss: 0.25893320502379
  entropy: 0.6814111718764672
  episode_reward: 33.688853951315735
  frame_per_second: 92
  gail_reward: 0.07930562308010383
  grad_norm: 1.4806389359327463
  iteration: 13
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail
  policy_loss: -0.08013857768323177
  ratio: 1.0012061041899216
  success_rate: 0.0
  total_episodes: 2309
  total_loss: -0.08013857777875204
  total_steps: 280000
  total_time: 3043.444721221924

===== gail Training Iteration 14 =====:
  adv_mean: null
  discriminator_loss: 0.28160433822717423
  entropy: 0.5557636674398031
  episode_reward: 35.763826178629465
  frame_per_second: 90
  gail_reward: 0.072506592503916
  grad_norm: 1.687883250377117
  iteration: 14
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail
  policy_loss: -0.07294376733688972
  ratio: 1.000471208569331
  success_rate: 0.0
  total_episodes: 2573
  total_loss: -0.0729437672556975
  total_steps: 300000
  total_time: 3310.0832312107086

===== gail Training Iteration 15 =====:
  adv_mean: null
  discriminator_loss: 0.2715942168656068
  entropy: 0.4886669959777441
  episode_reward: 49.38195865902325
  frame_per_second: 89
  gail_reward: 0.06356891263276339
  grad_norm: 0.4404506714489215
  iteration: 15
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/gail
  policy_loss: -0.06448855789808126
  ratio: 1.0010048634730853
  success_rate: 0.0
