/Users/ValenXie/assignment-2022fall/assignment3/core
/Users/ValenXie/assignment-2022fall/assignment3/core
Successfully load weights from /Users/ValenXie/assignment-2022fall/assignment3/core/checkpoint-expert.pkl!
Generated 1000/30000 steps from the expert. Average episode reward: 139.484, success rate: 0.000
Generated 2000/30000 steps from the expert. Average episode reward: 138.387, success rate: 0.016
Generated 3000/30000 steps from the expert. Average episode reward: 145.194, success rate: 0.021
Generated 30000 steps from the expert. Average episode reward: 145.194, success rate: 0.021
Start training!
===== gail Training Iteration 0 =====:
  adv_mean: null
  discriminator_loss: 0.43640480862978176
  entropy: 2.7771357429333223
  episode_reward: 13.129042952339322
  frame_per_second: 148
  gail_reward: 0.012713758445655306
  grad_norm: 0.1635668922884342
  iteration: 0
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail
  policy_loss: -0.014643317892048986
  ratio: 1.0013410875430473
  success_rate: 0.0
  total_episodes: 10
  total_loss: -0.014643317923093072
  total_steps: 20000
  total_time: 134.41404223442078

Trainer is saved at </Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail/checkpoint-iter0.pkl>. Progress is saved at </Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail/progress.csv>.
===== gail Training Iteration 1 =====:
  adv_mean: null
  discriminator_loss: 0.08011508495188677
  entropy: 2.7029206722210617
  episode_reward: 13.88689783922038
  frame_per_second: 156
  gail_reward: 0.01438562092013084
  grad_norm: 2.635091337179526
  iteration: 1
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail
  policy_loss: -0.01615615173195226
  ratio: 1.0007545158649103
  success_rate: 0.0
  total_episodes: 38
  total_loss: -0.0161561517092662
  total_steps: 40000
  total_time: 255.42588901519775

===== gail Training Iteration 2 =====:
  adv_mean: null
  discriminator_loss: 0.07490808443190196
  entropy: 2.607017502417931
  episode_reward: 17.312438982580435
  frame_per_second: 156
  gail_reward: 0.008588304008261707
  grad_norm: 0.8271244702430872
  iteration: 2
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail
  policy_loss: -0.009498370634630705
  ratio: 1.001682684207574
  success_rate: 0.0
  total_episodes: 72
  total_loss: -0.009498370654928761
  total_steps: 60000
  total_time: 383.5994110107422

===== gail Training Iteration 3 =====:
  adv_mean: null
  discriminator_loss: 0.08578999314266138
  entropy: 2.5680431763331097
  episode_reward: 14.47318615147483
  frame_per_second: 149
  gail_reward: 0.03304344708673083
  grad_norm: 1.8837962514314897
  iteration: 3
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail
  policy_loss: -0.03531119502746524
  ratio: 0.9983946548058437
  success_rate: 0.0
  total_episodes: 148
  total_loss: -0.03531119502030122
  total_steps: 80000
  total_time: 535.2128140926361

===== gail Training Iteration 4 =====:
  adv_mean: null
  discriminator_loss: 0.09443253359446922
  entropy: 2.4732027237231913
  episode_reward: 11.276873928196748
  frame_per_second: 143
  gail_reward: 0.012519352259830786
  grad_norm: 1.0152945836385092
  iteration: 4
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail
  policy_loss: -0.013108729626028201
  ratio: 1.0037123839824627
  success_rate: 0.0
  total_episodes: 291
  total_loss: -0.013108729660654296
  total_steps: 100000
  total_time: 694.4715058803558

===== gail Training Iteration 5 =====:
  adv_mean: null
  discriminator_loss: 0.10120329406972114
  entropy: 2.396449055121495
  episode_reward: 11.225593133390635
  frame_per_second: 138
  gail_reward: 0.0189273212905018
  grad_norm: 1.5606816626512088
  iteration: 5
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail
  policy_loss: -0.019261100192148335
  ratio: 1.002868292041314
  success_rate: 0.0
  total_episodes: 494
  total_loss: -0.019261100220804413
  total_steps: 120000
  total_time: 866.4129841327667

===== gail Training Iteration 6 =====:
  adv_mean: null
  discriminator_loss: 0.10845611505688
  entropy: 2.2839287797609966
  episode_reward: 9.72047405395001
  frame_per_second: 134
  gail_reward: 0.018763001755070993
  grad_norm: 0.9793528167865215
  iteration: 6
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail
  policy_loss: -0.01895354850910222
  ratio: 0.9981000389808263
  success_rate: 0.0
  total_episodes: 739
  total_loss: -0.018953548569996388
  total_steps: 140000
  total_time: 1041.7751550674438

===== gail Training Iteration 7 =====:
  adv_mean: null
  discriminator_loss: 0.10203832371208148
  entropy: 2.1984911585465454
  episode_reward: 3.9574547480440394
  frame_per_second: 129
  gail_reward: 0.02403924471865862
  grad_norm: 1.7436397269750252
  iteration: 7
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail
  policy_loss: -0.02446071853956733
  ratio: 1.000504209750738
  success_rate: 0.0
  total_episodes: 1090
  total_loss: -0.02446071846792713
  total_steps: 160000
  total_time: 1237.4620440006256

===== gail Training Iteration 8 =====:
  adv_mean: null
  discriminator_loss: 0.11510730972274756
  entropy: 2.0719121365975113
  episode_reward: 12.87664941621388
  frame_per_second: 126
  gail_reward: 0.028953373859612604
  grad_norm: 0.6603447150725584
  iteration: 8
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail
  policy_loss: -0.029029156086154473
  ratio: 0.9992371792976673
  success_rate: 0.0
  total_episodes: 1353
  total_loss: -0.0290291561315266
  total_steps: 180000
  total_time: 1426.1065139770508

===== gail Training Iteration 9 =====:
  adv_mean: null
  discriminator_loss: 0.1330072815506122
  entropy: 1.919462361244055
  episode_reward: 8.845831523991606
  frame_per_second: 110
  gail_reward: 0.03440818207768293
  grad_norm: 0.4702648055859101
  iteration: 9
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail
  policy_loss: -0.034617933265578285
  ratio: 0.9991061299275129
  success_rate: 0.0
  total_episodes: 1644
  total_loss: -0.034617933232146195
  total_steps: 200000
  total_time: 1811.88778591156

===== gail Training Iteration 10 =====:
  adv_mean: null
  discriminator_loss: 0.12778706323259917
  entropy: 1.8078452804149725
  episode_reward: 12.277783075489463
  frame_per_second: 101
  gail_reward: 0.017219333404388564
  grad_norm: 0.3189492258505944
  iteration: 10
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail
  policy_loss: -0.017282803626492236
  ratio: 0.9996263078390024
  success_rate: 0.0
  total_episodes: 1931
  total_loss: -0.017282803596642155
  total_steps: 220000
  total_time: 2170.3480598926544

Trainer is saved at </Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail/checkpoint-iter10.pkl>. Progress is saved at </Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail/progress.csv>.
===== gail Training Iteration 11 =====:
  adv_mean: null
  discriminator_loss: 0.12019590203387615
  entropy: 1.6775388697783151
  episode_reward: 6.736484752223239
  frame_per_second: 95
  gail_reward: 0.039798912148063
  grad_norm: 0.2508574323776441
  iteration: 11
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail
  policy_loss: -0.04072188855124972
  ratio: 0.9979219509240909
  success_rate: 0.0
  total_episodes: 2332
  total_loss: -0.04072188851542962
  total_steps: 240000
  total_time: 2511.1151292324066

===== gail Training Iteration 12 =====:
  adv_mean: null
  discriminator_loss: 0.1480199268278785
  entropy: 1.547623156125729
  episode_reward: 14.010952405690919
  frame_per_second: 92
  gail_reward: 0.03762206756868042
  grad_norm: 2.1558955770272474
  iteration: 12
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail
  policy_loss: -0.03774822261184454
  ratio: 0.9999915184118808
  success_rate: 0.0
  total_episodes: 2636
  total_loss: -0.03774822266199268
  total_steps: 260000
  total_time: 2797.629668235779

===== gail Training Iteration 13 =====:
  adv_mean: null
  discriminator_loss: 0.14833786146572003
  entropy: 1.46168127090503
  episode_reward: 18.996291831611522
  frame_per_second: 90
  gail_reward: 0.0382238795216649
  grad_norm: 1.0454683390947488
  iteration: 13
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail
  policy_loss: -0.03934391710238579
  ratio: 0.998067174355189
  success_rate: 0.0
  total_episodes: 2922
  total_loss: -0.039343917002089515
  total_steps: 280000
  total_time: 3077.582213163376

===== gail Training Iteration 14 =====:
  adv_mean: null
  discriminator_loss: 0.16899002641439437
  entropy: 1.2921415110429129
  episode_reward: 11.311329919181663
  frame_per_second: 89
  gail_reward: 0.05507617511141759
  grad_norm: 1.108220836443779
  iteration: 14
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail
  policy_loss: -0.05654470693702117
  ratio: 1.0007792260402288
  success_rate: 0.0
  total_episodes: 3266
  total_loss: -0.05654470733820628
  total_steps: 300000
  total_time: 3361.4132192134857

===== gail Training Iteration 15 =====:
  adv_mean: null
  discriminator_loss: 0.18951019367728478
  entropy: 1.1230805467336606
  episode_reward: 16.517412654550824
  frame_per_second: 87
  gail_reward: 0.054873679506664094
  grad_norm: 0.7457696679310921
  iteration: 15
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail
  policy_loss: -0.0559539992410021
  ratio: 1.0006611903508504
  success_rate: 0.0
