/Users/ValenXie/assignment-2022fall/assignment3/core
/Users/ValenXie/assignment-2022fall/assignment3/core
Successfully load weights from /Users/ValenXie/assignment-2022fall/assignment3/core/checkpoint-expert.pkl!
Generated 1000/30000 steps from the expert. Average episode reward: 264.278, success rate: 0.000
Generated 2000/30000 steps from the expert. Average episode reward: 261.776, success rate: 0.000
Generated 3000/30000 steps from the expert. Average episode reward: 258.640, success rate: 0.000
Generated 30000 steps from the expert. Average episode reward: 258.640, success rate: 0.000
Start training!
===== gail Training Iteration 0 =====:
  adv_mean: null
  discriminator_loss: 0.49320652306270907
  entropy: 2.770234055702503
  episode_reward: 9.838777693777626
  frame_per_second: 137
  gail_reward: 0.013919919513118191
  grad_norm: 0.5564220371918801
  iteration: 0
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/gail
  policy_loss: -0.016089963411482482
  ratio: 1.0014875301183799
  success_rate: 0.0
  total_episodes: 14
  total_loss: -0.016089963473570654
  total_steps: 20000
  total_time: 145.9686803817749

Trainer is saved at </Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/gail/checkpoint-iter0.pkl>. Progress is saved at </Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/gail/progress.csv>.
===== gail Training Iteration 1 =====:
  adv_mean: null
  discriminator_loss: 0.07529131815744898
  entropy: 2.6866268212978657
  episode_reward: 11.23968855981103
  frame_per_second: 135
  gail_reward: 0.01356118658485894
  grad_norm: 1.7711204110047756
  iteration: 1
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/gail
  policy_loss: -0.01524290936664702
  ratio: 1.0006189063573494
  success_rate: 0.0
  total_episodes: 43
  total_loss: -0.01524290939888511
  total_steps: 40000
  total_time: 295.52283215522766

===== gail Training Iteration 2 =====:
  adv_mean: null
  discriminator_loss: 0.0649635212878004
  entropy: 2.5811230396613096
  episode_reward: 14.24286144735282
  frame_per_second: 136
  gail_reward: 0.019654491995103083
  grad_norm: 0.2892698778555943
  iteration: 2
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/gail
  policy_loss: -0.021556023966807586
  ratio: 1.0014590904498712
  success_rate: 0.0
  total_episodes: 80
  total_loss: -0.021556023934569495
  total_steps: 60000
  total_time: 439.05407524108887

===== gail Training Iteration 3 =====:
  adv_mean: null
  discriminator_loss: 0.08436635378270577
  entropy: 2.4729477014297094
  episode_reward: 18.318419719127288
  frame_per_second: 133
  gail_reward: 0.014072144134208943
  grad_norm: 0.25035279503999613
  iteration: 3
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/gail
  policy_loss: -0.015100431470916822
  ratio: 0.9984449403408246
  success_rate: 0.0
  total_episodes: 134
  total_loss: -0.015100431504348914
  total_steps: 80000
  total_time: 599.9968712329865

===== gail Training Iteration 4 =====:
  adv_mean: null
  discriminator_loss: 0.06749096859533053
  entropy: 2.281876744979467
  episode_reward: 15.561503378659095
  frame_per_second: 129
  gail_reward: 0.01584822789598734
  grad_norm: 1.2638426744020903
  iteration: 4
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/gail
  policy_loss: -0.016977867891247837
  ratio: 1.0016267628241808
  success_rate: 0.0
  total_episodes: 250
  total_loss: -0.01697786793184395
  total_steps: 100000
  total_time: 774.1345720291138

===== gail Training Iteration 5 =====:
  adv_mean: null
  discriminator_loss: 0.06370059175130266
  entropy: 2.0848962759360288
  episode_reward: 18.276424162466075
  frame_per_second: 125
  gail_reward: 0.01718643071511999
  grad_norm: 3.0118404669639394
  iteration: 5
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/gail
  policy_loss: -0.018523281829383894
  ratio: 1.001151045392721
  success_rate: 0.0
  total_episodes: 380
  total_loss: -0.018523281816249855
  total_steps: 120000
  total_time: 957.1204700469971

===== gail Training Iteration 6 =====:
  adv_mean: null
  discriminator_loss: 0.06759223476625406
  entropy: 1.8929076329255716
  episode_reward: 19.569747395188937
  frame_per_second: 123
  gail_reward: 0.015730060598789116
  grad_norm: 1.168883145161164
  iteration: 6
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/gail
  policy_loss: -0.016920311825397688
  ratio: 0.996759536403876
  success_rate: 0.0
  total_episodes: 537
  total_loss: -0.01692031185524777
  total_steps: 140000
  total_time: 1131.6987330913544

===== gail Training Iteration 7 =====:
  adv_mean: null
  discriminator_loss: 0.08518752160553748
  entropy: 1.6849567281894196
  episode_reward: 28.231824500506335
  frame_per_second: 121
  gail_reward: 0.01713287276812853
  grad_norm: 2.222166722248762
  iteration: 7
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/gail
  policy_loss: -0.018303592040991554
  ratio: 1.0025170297958912
  success_rate: 0.0
  total_episodes: 713
  total_loss: -0.018303592037409545
  total_steps: 160000
  total_time: 1313.6106712818146

===== gail Training Iteration 8 =====:
  adv_mean: null
  discriminator_loss: 0.10688015756985315
  entropy: 1.4860174794991812
  episode_reward: 29.61484205213712
  frame_per_second: 117
  gail_reward: 0.037850292012668575
  grad_norm: 0.2740764857102663
  iteration: 8
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/gail
  policy_loss: -0.039645062520717964
  ratio: 0.9981768518686295
  success_rate: 0.0
  total_episodes: 905
  total_loss: -0.039645062480121854
  total_steps: 180000
  total_time: 1534.6567032337189

===== gail Training Iteration 9 =====:
  adv_mean: null
  discriminator_loss: 0.13572212558669539
  entropy: 1.2760856822515145
  episode_reward: 29.644633257567293
  frame_per_second: 104
  gail_reward: 0.02442294723616961
  grad_norm: 4.812475043076735
  iteration: 9
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/gail
  policy_loss: -0.02549470405882368
  ratio: 1.0000833927820891
  success_rate: 0.0
  total_episodes: 1133
  total_loss: -0.02549470396569142
  total_steps: 200000
  total_time: 1913.3975360393524

===== gail Training Iteration 10 =====:
  adv_mean: null
  discriminator_loss: 0.1686028111821566
  entropy: 1.120463265822484
  episode_reward: 36.48162446930373
  frame_per_second: 95
  gail_reward: 0.031048970991888872
  grad_norm: 1.2367869433684227
  iteration: 10
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/gail
  policy_loss: -0.03144048263485997
  ratio: 0.9993877901480748
  success_rate: 0.0
  total_episodes: 1366
  total_loss: -0.03144048257993582
  total_steps: 220000
  total_time: 2299.401069164276

Trainer is saved at </Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/gail/checkpoint-iter10.pkl>. Progress is saved at </Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/gail/progress.csv>.
===== gail Training Iteration 11 =====:
  adv_mean: null
  discriminator_loss: 0.19672576152743437
  entropy: 1.0247285527296555
  episode_reward: 23.824822702987138
  frame_per_second: 91
  gail_reward: 0.06250668442688691
  grad_norm: 1.430088511032936
  iteration: 11
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/gail
  policy_loss: -0.06260449929783742
  ratio: 0.9997749667901259
  success_rate: 0.0
  total_episodes: 1637
  total_loss: -0.06260449940768573
  total_steps: 240000
  total_time: 2611.775403022766

===== gail Training Iteration 12 =====:
  adv_mean: null
  discriminator_loss: 0.2241428030702548
  entropy: 0.9905445936398628
  episode_reward: 37.41571266517121
  frame_per_second: 89
  gail_reward: 0.05517687992885327
  grad_norm: 0.5341253707424188
  iteration: 12
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/gail
  policy_loss: -0.05547399671318439
  ratio: 0.9988777848390432
  success_rate: 0.0
  total_episodes: 1872
  total_loss: -0.05547399678482459
  total_steps: 260000
  total_time: 2896.370415210724

===== gail Training Iteration 13 =====:
  adv_mean: null
  discriminator_loss: 0.22312538339159427
  entropy: 0.890754077449823
  episode_reward: 29.560951946160213
  frame_per_second: 87
  gail_reward: 0.050765495866728134
  grad_norm: 0.4340903844970923
  iteration: 13
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/gail
  policy_loss: -0.05091985184699297
  ratio: 1.002362890350513
  success_rate: 0.0
  total_episodes: 2138
  total_loss: -0.05091985158908826
  total_steps: 280000
  total_time: 3209.385316133499

===== gail Training Iteration 14 =====:
  adv_mean: null
  discriminator_loss: 0.2148479760552828
  entropy: 0.7685783621592399
  episode_reward: 19.36017247370545
  frame_per_second: 85
  gail_reward: 0.06381224111582225
  grad_norm: 1.6335141765765655
  iteration: 14
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/gail
  policy_loss: -0.06416938851277033
  ratio: 0.9995398712463868
  success_rate: 0.0
  total_episodes: 2464
  total_loss: -0.0641693883217298
  total_steps: 300000
  total_time: 3515.2375452518463

===== gail Training Iteration 15 =====:
  adv_mean: null
  discriminator_loss: 0.2168963739600701
  entropy: 0.6422338716494731
  episode_reward: 24.023845216814706
  frame_per_second: 83
  gail_reward: 0.03818230966631419
  grad_norm: 0.40198400498200687
  iteration: 15
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/gail
  policy_loss: -0.03831191484649212
  ratio: 1.0006869566746248
  success_rate: 0.0
