/Users/ValenXie/assignment-2022fall/assignment3/core
/Users/ValenXie/assignment-2022fall/assignment3/core
Successfully load weights from /Users/ValenXie/assignment-2022fall/assignment3/core/checkpoint-expert.pkl!
Generated 1000/30000 steps from the expert. Average episode reward: 126.225, success rate: 0.000
Generated 2000/30000 steps from the expert. Average episode reward: 140.274, success rate: 0.008
Generated 3000/30000 steps from the expert. Average episode reward: 140.530, success rate: 0.010
Generated 30000 steps from the expert. Average episode reward: 140.530, success rate: 0.010
Start training!
===== gail Training Iteration 0 =====:
  adv_mean: null
  discriminator_loss: 0.46646945538142554
  entropy: 2.7776136841529455
  episode_reward: 8.19874706571616
  frame_per_second: 147
  gail_reward: 0.012865751271900268
  grad_norm: 0.18181181252002715
  iteration: 0
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail
  policy_loss: -0.01481964276649822
  ratio: 1.0014346131147482
  success_rate: 0.0
  total_episodes: 18
  total_loss: -0.014819642820228369
  total_steps: 20000
  total_time: 135.98369789123535

Trainer is saved at </Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail/checkpoint-iter0.pkl>. Progress is saved at </Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail/progress.csv>.
===== gail Training Iteration 1 =====:
  adv_mean: null
  discriminator_loss: 0.08098327229038263
  entropy: 2.6906174106475635
  episode_reward: 12.441582702883325
  frame_per_second: 147
  gail_reward: 0.011786681321712258
  grad_norm: 2.453245521814395
  iteration: 1
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail
  policy_loss: -0.013286408743200202
  ratio: 1.0007568380007377
  success_rate: 0.0
  total_episodes: 42
  total_loss: -0.01328640868827605
  total_steps: 40000
  total_time: 270.2948160171509

===== gail Training Iteration 2 =====:
  adv_mean: null
  discriminator_loss: 0.07265213342049183
  entropy: 2.6007774860430986
  episode_reward: 13.798313249045561
  frame_per_second: 134
  gail_reward: 0.008628438053151163
  grad_norm: 0.7745766106324318
  iteration: 2
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail
  policy_loss: -0.009563311490301903
  ratio: 1.0016097102409753
  success_rate: 0.0
  total_episodes: 81
  total_loss: -0.009563311501644934
  total_steps: 60000
  total_time: 444.6665017604828

===== gail Training Iteration 3 =====:
  adv_mean: null
  discriminator_loss: 0.08043180655401487
  entropy: 2.535027231619908
  episode_reward: 13.248955743544709
  frame_per_second: 125
  gail_reward: 0.025868195056533202
  grad_norm: 1.773358516356884
  iteration: 3
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail
  policy_loss: -0.027820559283002064
  ratio: 0.9987796303553459
  success_rate: 0.0
  total_episodes: 154
  total_loss: -0.027820559156437715
  total_steps: 80000
  total_time: 635.1308779716492

===== gail Training Iteration 4 =====:
  adv_mean: null
  discriminator_loss: 0.09339165356105719
  entropy: 2.3407089896691153
  episode_reward: 9.89926476205193
  frame_per_second: 112
  gail_reward: 0.016213165495831232
  grad_norm: 0.6456645298462648
  iteration: 4
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail
  policy_loss: -0.017232134069005648
  ratio: 1.0022691430953832
  success_rate: 0.0
  total_episodes: 300
  total_loss: -0.017232134067811645
  total_steps: 100000
  total_time: 891.9592678546906

===== gail Training Iteration 5 =====:
  adv_mean: null
  discriminator_loss: 0.09295312332180448
  entropy: 2.137491652293083
  episode_reward: 7.577252825181762
  frame_per_second: 103
  gail_reward: 0.04359196395350572
  grad_norm: 0.9509111776565894
  iteration: 5
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail
  policy_loss: -0.04646009761744585
  ratio: 1.0010037833299392
  success_rate: 0.0
  total_episodes: 517
  total_loss: -0.046460097760726245
  total_steps: 120000
  total_time: 1157.4074318408966

===== gail Training Iteration 6 =====:
  adv_mean: null
  discriminator_loss: 0.09922925132589462
  entropy: 1.9412841890102779
  episode_reward: 7.195623261639245
  frame_per_second: 84
  gail_reward: 0.020197644096632033
  grad_norm: 1.8292288969724606
  iteration: 6
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail
  policy_loss: -0.02137324107476534
  ratio: 0.997028484634864
  success_rate: 0.0
  total_episodes: 786
  total_loss: -0.021373241058049292
  total_steps: 140000
  total_time: 1662.4618198871613

===== gail Training Iteration 7 =====:
  adv_mean: null
  discriminator_loss: 0.11713026153066984
  entropy: 1.7477013817200293
  episode_reward: 6.099461911359229
  frame_per_second: 67
  gail_reward: 0.023366800381634863
  grad_norm: 1.9292329583412562
  iteration: 7
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail
  policy_loss: -0.024465611641510177
  ratio: 1.002114033393371
  success_rate: 0.0
  total_episodes: 1097
  total_loss: -0.02446561142658958
  total_steps: 160000
  total_time: 2386.3642449378967

===== gail Training Iteration 8 =====:
  adv_mean: null
  discriminator_loss: 0.13195079563137813
  entropy: 1.559629974151269
  episode_reward: 8.492116879178832
  frame_per_second: 61
  gail_reward: 0.028975825341275106
  grad_norm: 1.193414939672519
  iteration: 8
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail
  policy_loss: -0.029916032396543484
  ratio: 0.9971734812626472
  success_rate: 0.0
  total_episodes: 1454
  total_loss: -0.029916032472959694
  total_steps: 180000
  total_time: 2938.2775449752808

===== gail Training Iteration 9 =====:
  adv_mean: null
  discriminator_loss: 0.15799778513610363
  entropy: 1.38408700579252
  episode_reward: 9.750995259375633
  frame_per_second: 57
  gail_reward: 0.04622374376138816
  grad_norm: 0.8718760512578182
  iteration: 9
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail
  policy_loss: -0.04723916600625484
  ratio: 1.000782024860382
  success_rate: 0.0
  total_episodes: 1809
  total_loss: -0.047239166063567005
  total_steps: 200000
  total_time: 3470.5296697616577

===== gail Training Iteration 10 =====:
  adv_mean: null
  discriminator_loss: 0.19339723941416312
  entropy: 1.269535323136892
  episode_reward: 15.91640472701892
  frame_per_second: 56
  gail_reward: 0.042931590625681935
  grad_norm: 0.4645425237142123
  iteration: 10
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail
  policy_loss: -0.043469633529774655
  ratio: 1.000061020713586
  success_rate: 0.0
  total_episodes: 2146
  total_loss: -0.04346963346291047
  total_steps: 220000
  total_time: 3915.8650419712067

Trainer is saved at </Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail/checkpoint-iter10.pkl>. Progress is saved at </Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail/progress.csv>.
===== gail Training Iteration 11 =====:
  adv_mean: null
  discriminator_loss: 0.2463990689852299
  entropy: 1.1139925927687915
  episode_reward: 11.808756935440117
  frame_per_second: 55
  gail_reward: 0.07219144917833499
  grad_norm: 0.6829981754223505
  iteration: 11
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail
  policy_loss: -0.07271473299329861
  ratio: 0.9985893487166135
  success_rate: 0.0
  total_episodes: 2535
  total_loss: -0.07271473308881889
  total_steps: 240000
  total_time: 4346.087306022644

===== gail Training Iteration 12 =====:
  adv_mean: null
  discriminator_loss: 0.22106648713159255
  entropy: 0.9917617641962492
  episode_reward: 14.520859542237732
  frame_per_second: 55
  gail_reward: 0.05403859462493505
  grad_norm: 0.36348124832296985
  iteration: 12
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail
  policy_loss: -0.05469116991242537
  ratio: 1.000470010515971
  success_rate: 0.0
  total_episodes: 2909
  total_loss: -0.054691169921977395
  total_steps: 260000
  total_time: 4708.936844110489

===== gail Training Iteration 13 =====:
  adv_mean: null
  discriminator_loss: 0.17752107969270303
  entropy: 0.9416701682102986
  episode_reward: 8.325175144038539
  frame_per_second: 53
  gail_reward: 0.055450407945765896
  grad_norm: 1.8338372271794539
  iteration: 13
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail
  policy_loss: -0.05590218728264937
  ratio: 1.0013920758015071
  success_rate: 0.0
  total_episodes: 3342
  total_loss: -0.05590218749756996
  total_steps: 280000
  total_time: 5195.361886024475

===== gail Training Iteration 14 =====:
  adv_mean: null
  discriminator_loss: 0.250948081480769
  entropy: 0.832345638748927
  episode_reward: 18.37922319486517
  frame_per_second: 54
  gail_reward: 0.06399696046152176
  grad_norm: 0.9006243580426925
  iteration: 14
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail
  policy_loss: -0.06433116549100631
  ratio: 1.0003163930697319
  success_rate: 0.0
  total_episodes: 3691
  total_loss: -0.06433116577279109
  total_steps: 300000
  total_time: 5536.789761066437

===== gail Training Iteration 15 =====:
  adv_mean: null
  discriminator_loss: 0.2229495841436661
  entropy: 0.743341085773248
  episode_reward: 18.069409840416178
  frame_per_second: 54
  gail_reward: 0.04675860315656815
  grad_norm: 0.5530855224300654
  iteration: 15
  log_dir: /Users/ValenXie/assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail
  policy_loss: -0.046993324380272476
  ratio: 1.0003680540965154
  success_rate: 0.0
